,building,geometry,amenity,shop,leisure,sport,building:levels,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
110742955,yes,"POLYGON ((12.0158646 47.8160119, 12.01595 47.8158073, 12.0154347 47.8157104, 12.0152689 47.8156792, 12.0151836 47.8158838, 12.0158646 47.8160119))",,,,,,12.015566781394153,47.81584555286171,1.5027049499969838e-07,2
111254268,yes,"POLYGON ((11.9970592 47.7545363, 11.997032 47.7544321, 11.9969353 47.7544436, 11.9969089 47.7543426, 11.9967487 47.7543615, 11.9967739 47.7544582, 11.9966957 47.7544675, 11.9967241 47.7545759, 11.9970592 47.7545363))",restaurant,,,,,11.996865759360157,47.754471836838526,5.301215499912036e-08,2
111254270,yes,"POLYGON ((12.0047723 47.7618602, 12.005115 47.7616749, 12.0050055 47.7615772, 12.0046533 47.7617603, 12.0047723 47.7618602))",,,,,,12.004885092126697,47.76171874480336,5.537291000133688e-08,2
111529961,yes,"POLYGON ((12.0372228 47.7425793, 12.0374578 47.742477, 12.0373568 47.742372, 12.0371218 47.7424743, 12.0372228 47.7425793))",cafe,,,,,12.037289799999998,47.742475649999996,3.50073000002185e-08,2
111533842,yes,"POLYGON ((12.0223803 47.7708917, 12.0229384 47.7708795, 12.0229319 47.7707444, 12.0223738 47.7707565, 12.0223803 47.7708917))",,,,,,12.022656065628274,47.77081802584534,7.550619000098993e-08,2
118855145,farm,"POLYGON ((12.0205244 47.7616884, 12.020489 47.7615496, 12.020967 47.7614944, 12.0210025 47.7616332, 12.0205244 47.7616884))",,,,,,12.020745728819444,47.76159140197853,6.831017999940726e-08,2
119960289,yes,"POLYGON ((12.0580552 47.7569996, 12.0582936 47.7569581, 12.0581177 47.756502, 12.0578793 47.7565436, 12.0580552 47.7569996))",,,,,,12.058086451859687,47.75675081852725,1.1603096500081444e-07,2
119960294,yes,"POLYGON ((12.0578571 47.7570718, 12.0579878 47.75705, 12.0578616 47.756709, 12.0577472 47.7567281, 12.0578179 47.7569189, 12.0577666 47.7569275, 12.0577865 47.7569814, 12.0578214 47.7569756, 12.0578571 47.7570718))",,,,,,12.057862617606709,47.756897783499475,4.601519499977577e-08,2
119960295,yes,"POLYGON ((12.0589891 47.7562648, 12.0591309 47.7562625, 12.0591233 47.7560416, 12.0589814 47.7560439, 12.0589891 47.7562648))",,,,,,12.059056174464118,47.75615318703137,3.135225999916719e-08,2
119961052,yes,"POLYGON ((12.0541112 47.7568394, 12.0542914 47.7568522, 12.0543534 47.7564592, 12.0541731 47.7564461, 12.0541112 47.7568394))",,,,,,12.054232268108585,47.75664919773651,7.166753999983928e-08,2
128839559,yes,"POLYGON ((12.0112523 47.8052028, 12.0114847 47.8052297, 12.0114473 47.8053753, 12.0113272 47.8053614, 12.0113154 47.8054074, 12.0112031 47.8053944, 12.0112523 47.8052028))",,,,,,12.011338592134333,47.80530081724378,4.016170499995275e-08,2
128840312,yes,"POLYGON ((11.9673719 47.7914319, 11.9676486 47.7916916, 11.9674784 47.7917734, 11.9672017 47.7915138, 11.9673719 47.7914319))",,,,,,11.967425144066098,47.791602664305856,6.684032499935622e-08,2
128840314,yes,"POLYGON ((11.9667478 47.7938459, 11.9669396 47.793824, 11.9669503 47.7938661, 11.9670206 47.7938581, 11.9670308 47.7938979, 11.9670674 47.7938937, 11.9671077 47.7940527, 11.9671544 47.7940473, 11.9671762 47.794133, 11.9668971 47.794165, 11.9668864 47.7941227, 11.9668215 47.7941302, 11.9668103 47.7940858, 11.96667 47.7941018, 11.9666458 47.7940064, 11.9667845 47.7939905, 11.9667478 47.7938459))",,,,,,11.966918117425278,47.79400663040775,1.0907039999969396e-07,2
128840315,yes,"POLYGON ((11.9679911 47.7918771, 11.9683723 47.7918858, 11.9683652 47.7920264, 11.9678079 47.7920137, 11.9678084 47.791793, 11.9677478 47.7917928, 11.9677462 47.7917163, 11.9678086 47.7917173, 11.9678087 47.7917044, 11.9679213 47.7917029, 11.9679905 47.7916564, 11.9683292 47.7916638, 11.9683233 47.7917819, 11.9679963 47.7917745, 11.9679911 47.7918771))",,,,,,11.968057773634806,47.79185027029784,1.5645110999774714e-07,2
128840316,yes,"POLYGON ((11.9677669 47.7914254, 11.9680078 47.7914114, 11.9680298 47.791581, 11.9677888 47.791595, 11.9677669 47.7914254))",,,,,,11.96789832643624,47.79150320578222,4.11724199999208e-08,2
131228633,yes,"POLYGON ((12.0028475 47.7827023, 12.0031571 47.782674, 12.0031825 47.7827996, 12.002873 47.7828279, 12.0028475 47.7827023))",,,,,,12.00301502248382,47.78275094684878,3.959971500014511e-08,2
