,Time-steps,probability
261,262,0.001666666
262,263,0.001666666
263,264,0.001666666
264,265,0.0008333339999999999
265,266,0.0008333339999999999
266,267,0.0008333339999999999
267,268,0.0008333339999999999
268,269,0.0008333339999999999
269,270,0.0008333339999999999
270,271,0.0008333339999999999
271,272,0.0008333339999999999
272,273,0.0008333339999999999
273,274,0.0008333339999999999
274,275,0.0008333339999999999
275,276,0.0008333339999999999
276,277,0.0008333339999999999
277,278,0.0008333339999999999
278,279,0.0008333339999999999
279,280,0.0008333339999999999
280,281,0.0008333339999999999
281,282,0.0008333339999999999
282,283,0.0008333339999999999
283,284,0.0008333339999999999
284,285,0.0008333339999999999
285,286,0.0008333339999999999
286,287,0.0008333339999999999
287,288,0.0008333339999999999
288,289,0.0008333339999999999
289,290,0.0008333339999999999
290,291,0.0008333339999999999
291,292,0.0008333339999999999
292,293,0.0008333339999999999
293,294,0.0008333339999999999
294,295,0.0008333339999999999
295,296,0.0008333339999999999
296,297,0.0008333339999999999
297,298,0.0008333339999999999
298,299,0.0008333339999999999
299,300,0.0008333339999999999
300,301,0.0008333339999999999
301,302,0.0008333339999999999
302,303,0.0008333339999999999
303,304,0.0008333339999999999
304,305,0.0008333339999999999
305,306,0.0008333339999999999
306,307,0.0008333339999999999
307,308,0.0008333339999999999
308,309,0.0008333339999999999
309,310,0.0008333339999999999
310,311,0.0008333339999999999
311,312,0.0008333339999999999
312,313,0.0008333339999999999
313,314,0.0008333339999999999
314,315,0.0008333339999999999
315,316,0.0008333339999999999
316,317,0.0008333339999999999
317,318,0.0008333339999999999
318,319,0.0008333339999999999
319,320,0.0008333339999999999
320,321,0.0008333339999999999
321,322,0.0008333339999999999
322,323,0.0008333339999999999
323,324,0.0008333339999999999
324,325,0.0008333339999999999
325,326,0.0008333339999999999
326,327,0.0008333339999999999
327,328,0.0008333339999999999
328,329,0.0008333339999999999
329,330,0.0008333339999999999
330,331,0.0008333339999999999
331,332,0.0008333339999999999
332,333,0.0008333339999999999
333,334,0.0008333339999999999
334,335,0.0008333339999999999
335,336,0.0008333339999999999
336,337,0.000616666
337,338,0.000616666
338,339,0.000616666
339,340,0.000616666
340,341,0.000616666
341,342,0.000616666
342,343,0.000616666
343,344,0.000616666
344,345,0.000616666
345,346,0.000616666
346,347,0.000616666
347,348,0.000616666
348,349,0.000616666
349,350,0.000616666
350,351,0.000616666
351,352,0.000616666
352,353,0.000616666
353,354,0.000616666
354,355,0.000616666
355,356,0.000616666
356,357,0.000616666
357,358,0.000616666
358,359,0.000616666
359,360,0.000616666
