,building,geometry,amenity,shop,leisure,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
678340972,yes,"POLYGON ((9.8324096 51.2066906, 9.8325069 51.2067067, 9.832574299999999 51.2066377, 9.8324921 51.2066061, 9.8324096 51.2066906))",,,,,,9.832494217315228,51.20665987175081,8.675869999654026e-09,5
678340973,yes,"POLYGON ((9.832381399999999 51.2062804, 9.8323261 51.2063704, 9.8326703 51.2064535, 9.832647400000001 51.2064908, 9.8327437 51.206514, 9.832821900000001 51.2063867, 9.832381399999999 51.2062804))",,,,,,9.832585049682054,51.206387296284284,4.965604999996522e-08,5
678340974,yes,"POLYGON ((9.832160200000001 51.2066465, 9.8322042 51.206558, 9.832410700000001 51.2065984, 9.8323667 51.2066868, 9.832160200000001 51.2066465))",,,,,,9.832285433073192,51.20662241991689,2.0040324999911965e-08,5
678340975,yes,"POLYGON ((9.8317766 51.206118, 9.8319112 51.2060821, 9.831853499999999 51.2059972, 9.831719 51.2060331, 9.8317766 51.206118))",,,,,,9.831815081006127,51.20605760365574,1.3492929999981089e-08,5
678340976,yes,"POLYGON ((9.831462800000001 51.2062011, 9.8313372 51.2061662, 9.8313895 51.2060923, 9.831515100000001 51.2061272, 9.831462800000001 51.2062011))",,,,,,9.83142615,51.20614669999999,1.1107110000040542e-08,5
678340977,yes,"POLYGON ((9.831562 51.2064045, 9.8315058 51.206467, 9.831607 51.2065027, 9.831663199999999 51.2064402, 9.831562 51.2064045))",,,,,,9.8315845,51.206453599999996,8.33134000025184e-09,5
678340978,yes,"POLYGON ((9.8310966 51.2062245, 9.831035699999999 51.2062922, 9.831200300000001 51.2063503, 9.8312612 51.2062826, 9.8310966 51.2062245))",,,,,,9.83114845,51.206287399999994,1.4681709999898888e-08,5
678340979,yes,"POLYGON ((9.8308675 51.2061486, 9.830806600000001 51.2062163, 9.830964699999999 51.2062721, 9.8310256 51.2062044, 9.8308675 51.2061486))",,,,,,9.8309161,51.206210350000006,1.4101590000253259e-08,5
678340980,yes,"POLYGON ((9.8287294 51.2064829, 9.8287336 51.2064154, 9.8288841 51.206419, 9.8288799 51.2064866, 9.8287294 51.2064829))",,,,,,9.828806768524101,51.206450975681804,1.0181605000113163e-08,5
678340981,yes,"POLYGON ((9.8282361 51.2065582, 9.8282419 51.2064644, 9.8284833 51.2064702, 9.8284775 51.2065641, 9.8282361 51.2065582))",,,,,,9.828359721390505,51.20651422571859,2.2689320000606474e-08,5
678340982,yes,"POLYGON ((9.8274431 51.2049585, 9.827309899999999 51.204984, 9.8272678 51.2048975, 9.827401099999999 51.204872, 9.8274431 51.2049585))",,,,,,9.827355470346498,51.20492799548092,1.2598399999930874e-08,5
678340983,yes,"POLYGON ((9.827514600000001 51.2051013, 9.8274253 51.2051183, 9.827378599999999 51.2050221, 9.827467800000001 51.205005, 9.827514600000001 51.2051013))",,,,,,9.827446585476277,51.205061677620506,9.387400000316283e-09,5
678340984,yes,"POLYGON ((9.8270132 51.2053255, 9.8271415 51.2053208, 9.8271362 51.2052643, 9.8270079 51.2052691, 9.8270132 51.2053255))",,,,,,9.827074718842248,51.205294923958164,7.267709999852106e-09,5
678340985,yes,"POLYGON ((9.826856100000001 51.2053609, 9.826951299999999 51.2053574, 9.826944599999999 51.205286, 9.8268494 51.2052895, 9.826856100000001 51.2053609))",,,,,,9.826900349999999,51.20532345,6.820729999875138e-09,5
678340986,yes,"POLYGON ((9.8262851 51.2051804, 9.826356199999999 51.2052804, 9.826454500000001 51.205253, 9.826383399999999 51.205153, 9.8262851 51.2051804))",,,,,,9.8263698,51.2052167,1.1778139999704977e-08,5
678340987,yes,"POLYGON ((9.826020700000001 51.2051237, 9.8260782 51.2052045, 9.826324400000001 51.2051357, 9.8262669 51.2050549, 9.826020700000001 51.2051237))",,,,,,9.82617255,51.20512969999999,2.3848959999866653e-08,5
678340988,yes,"POLYGON ((9.826736800000001 51.2050522, 9.8268491 51.2052101, 9.8269728 51.2051756, 9.8268605 51.2050176, 9.826736800000001 51.2050522))",,,,,,9.826854800957367,51.20511386716725,2.3418380000426822e-08,5
678340989,yes,"POLYGON ((9.8264189 51.2050315, 9.826476299999999 51.2051123, 9.8267714 51.20503, 9.8267139 51.2049492, 9.8264189 51.2050315))",,,,,,9.826595133437294,51.20503074992863,2.8568175000756054e-08,5
678340990,yes,"POLYGON ((9.827238299999999 51.20515, 9.8273534 51.2051204, 9.827258199999999 51.204975, 9.827143100000001 51.2050046, 9.827238299999999 51.20515))",,,,,,9.827248249999998,51.20506249999999,1.9553460000485526e-08,5
678340991,yes,"POLYGON ((9.8277222 51.2041567, 9.827613700000001 51.2041861, 9.827526600000001 51.2040603, 9.8276559 51.2040599, 9.8277222 51.2041567))",,,,,,9.827626969599159,51.20411601603285,1.4376400000263612e-08,5
678340992,yes,"POLYGON ((9.827824700000001 51.2043041, 9.8277161 51.2043335, 9.8276146 51.2041867, 9.8277231 51.2041573, 9.827824700000001 51.2043041))",,,,,,9.827719632971386,51.20424540911078,1.8920709999880087e-08,5
678340993,yes,"POLYGON ((9.827562 51.2043176, 9.8273966 51.2043626, 9.827225 51.2041145, 9.8273905 51.2040696, 9.827562 51.2043176))",,,,,,9.827393516806287,51.20421607337297,4.8751045001044725e-08,5
678340994,yes,"POLYGON ((9.828041600000001 51.2047803, 9.827764 51.2048557, 9.8275025 51.2044776, 9.8277801 51.2044022, 9.828041600000001 51.2047803))",,,,,,9.827772050000002,51.20462895,1.2467766000190043e-07,5
678340995,yes,"POLYGON ((9.829398899999999 51.2056635, 9.829492699999999 51.2057019, 9.8295759 51.2056221, 9.8296543 51.2056542, 9.829697400000001 51.2056129, 9.8295253 51.2055424, 9.829398899999999 51.2056635))",,,,,,9.829537302024375,51.20562111952194,2.0826180000271396e-08,5
678340996,yes,"POLYGON ((9.8299097 51.2056874, 9.82995 51.2056552, 9.830040199999999 51.2056995, 9.830080000000001 51.2056678, 9.830149799999999 51.2057021, 9.830069699999999 51.205766, 9.8299097 51.2056874))",,,,,,9.830035468958002,51.2057076565752,1.1900264999465425e-08,5
678340997,yes,"POLYGON ((9.8302759 51.2060961, 9.830165900000001 51.206049, 9.830275800000001 51.2059482, 9.8303859 51.2059953, 9.8302759 51.2060961))",,,,,,9.830275883330582,51.20602214593249,1.627168500008638e-08,5
678340998,yes,"POLYGON ((9.8298267 51.2057735, 9.8297779 51.2058545, 9.8299845 51.2059032, 9.830033200000001 51.2058222, 9.8298267 51.2057735))",,,,,,9.82990556888992,51.20583835182735,1.9104675000419116e-08,5
678341000,yes,"POLYGON ((9.8292929 51.2058617, 9.829272100000001 51.2057665, 9.829506800000001 51.2057464, 9.8295276 51.2058415, 9.8292929 51.2058617))",,,,,,9.82939982998188,51.20580402745718,2.2750824999168326e-08,5
678341002,yes,"POLYGON ((9.830484800000001 51.2051636, 9.830525099999999 51.2050896, 9.8307441 51.2051365, 9.830703700000001 51.2052105, 9.830484800000001 51.2051636))",,,,,,9.830614431104294,51.205150048491085,1.8094714999588183e-08,5
678341003,yes,"POLYGON ((9.8303882 51.2051401, 9.8302589 51.205161, 9.830225 51.2050785, 9.8303543 51.2050576, 9.8303882 51.2051401))",,,,,,9.830306599999998,51.2051093,1.1375759999505731e-08,5
678341005,yes,"POLYGON ((9.829834699999999 51.2052273, 9.8299073 51.2053065, 9.8300427 51.2052577, 9.829970100000001 51.2051786, 9.829834699999999 51.2052273))",,,,,,9.82993869236447,51.205242532217376,1.4256159999567381e-08,5
678341006,yes,"POLYGON ((9.8301955 51.2052256, 9.830075000000001 51.2052451, 9.830029400000001 51.2051341, 9.8301499 51.2051147, 9.8301955 51.2052256))",,,,,,9.830112442727891,51.205179879327325,1.4256394999494802e-08,5
678341007,yes,"POLYGON ((9.8295785 51.2052009, 9.829506 51.2050938, 9.8296425 51.2050575, 9.8296782 51.2051102, 9.8297241 51.2050981, 9.8297609 51.2051524, 9.8295785 51.2052009))",,,,,,9.8296263914849,51.20512951030422,2.0194480000111672e-08,5
678341008,yes,"POLYGON ((9.829333099999999 51.2049332, 9.8291515 51.2049726, 9.8290764 51.2048364, 9.829257999999999 51.2047971, 9.829333099999999 51.2049332))",,,,,,9.82920474176947,51.20488483022965,2.768002499967803e-08,5
678341009,yes,"POLYGON ((9.8313475 51.2052281, 9.831408400000001 51.2051266, 9.831576 51.2051661, 9.831515100000001 51.2052676, 9.8313475 51.2052281))",,,,,,9.831461749999999,51.20519710000001,1.9416949999932163e-08,5
678341010,yes,"POLYGON ((9.8321542 51.2057931, 9.832291 51.205813, 9.8323336 51.2056978, 9.8321968 51.205678, 9.8321542 51.2057931))",,,,,,9.832243908484632,51.20574547882617,1.6598129999933276e-08,5
678341011,yes,"POLYGON ((9.8317269 51.2057828, 9.8318671 51.2058031, 9.8319072 51.2056948, 9.831766999999999 51.2056744, 9.8317269 51.2057828))",,,,,,9.831817040603923,51.20573877125266,1.600670499974942e-08,5
678341012,yes,"POLYGON ((9.831649199999999 51.205597, 9.8318207 51.2056219, 9.8318677 51.205495, 9.8316962 51.2054701, 9.831649199999999 51.205597))",,,,,,9.831758449999999,51.205546,2.2933649999693324e-08,5
678341013,yes,"POLYGON ((9.831261599999999 51.2054777, 9.8310873 51.2055014, 9.831049699999999 51.205393, 9.8312241 51.2053693, 9.831261599999999 51.2054777))",,,,,,9.831155671545927,51.20543534528837,1.978947500034437e-08,5
678341014,yes,"POLYGON ((9.830223200000001 51.2055031, 9.830135800000001 51.2055855, 9.8303551 51.2056769, 9.8302151 51.2058088, 9.83033 51.2058566, 9.8304679 51.2057267, 9.830558 51.2057642, 9.8306475 51.2056799, 9.830223200000001 51.2055031))",,,,,,9.830377267313565,51.205673472352515,7.251217499877655e-08,5
678351255,yes,"POLYGON ((9.7977591 51.2145043, 9.797803699999999 51.2145722, 9.797658500000001 51.2146097, 9.797554399999999 51.2144516, 9.7976735 51.2144208, 9.7975087 51.2141705, 9.797785599999999 51.214099, 9.797841999999999 51.2141847, 9.7977013 51.214221, 9.7978691 51.2144759, 9.7977591 51.2145043))",,,,,,9.797693548134017,51.21434897324121,9.248182499985573e-08,4
678351256,yes,"POLYGON ((9.7966105 51.2130397, 9.7967598 51.2129926, 9.796681 51.2128944, 9.7965316 51.2129415, 9.7966105 51.2130397))",,,,,,9.79664571830003,51.21296704663365,1.838000500001099e-08,4
678351257,yes,"POLYGON ((9.7963462 51.2129548, 9.796455 51.2129205, 9.7963659 51.2128095, 9.7962571 51.2128438, 9.7963462 51.2129548))",,,,,,9.79635605,51.21288215,1.513292999995248e-08,4
678351258,yes,"POLYGON ((9.796436 51.2130669, 9.796590399999999 51.2130183, 9.7965292 51.212942, 9.796484100000001 51.2129562, 9.796456299999999 51.2129215, 9.796347000000001 51.2129559, 9.796436 51.2130669))",,,,,,9.796466279256714,51.2129926648399,1.9502510000227566e-08,4
678351261,yes,"POLYGON ((9.7965257 51.2131787, 9.7966345 51.2131444, 9.7965453 51.2130334, 9.7964366 51.2130677, 9.7965257 51.2131787))",,,,,,9.796535532505283,51.21310605613857,1.51290949999061e-08,4
678351263,yes,"POLYGON ((9.7965471 51.2143956, 9.796738 51.2143153, 9.796806 51.2143787, 9.7966152 51.2144591, 9.7965471 51.2143956))",,,,,,9.796676550609813,51.21438718546939,1.7577249999227264e-08,4
678351264,yes,"POLYGON ((9.796392900000001 51.2144036, 9.796500999999999 51.2143581, 9.796610899999999 51.2144605, 9.7965029 51.214506, 9.796392900000001 51.2144036))",,,,,,9.796501916610591,51.2144320456352,1.6067045000050983e-08,4
678351265,yes,"POLYGON ((9.795989199999999 51.2141406, 9.795901600000001 51.2140329, 9.796068500000001 51.2139796, 9.7961562 51.2140873, 9.795989199999999 51.2141406))",,,,,,9.796028881746325,51.21406010322205,2.2652259999968385e-08,4
678351266,yes,"POLYGON ((9.795810700000001 51.2141824, 9.795766199999999 51.2140985, 9.7959095 51.2140687, 9.795954 51.2141526, 9.795810700000001 51.2141824))",,,,,,9.795860099999999,51.21412554999999,1.3348970000038311e-08,4
678351267,yes,"POLYGON ((9.7956124 51.2142238, 9.7955679 51.2141399, 9.795764200000001 51.214099, 9.7958087 51.2141829, 9.7956124 51.2142238))",,,,,,9.7956883,51.21416140000001,1.8289620000108726e-08,4
678351268,yes,"POLYGON ((9.795400799999999 51.2145186, 9.795317799999999 51.2144082, 9.7954914 51.214358, 9.795494 51.2144915, 9.795400799999999 51.2145186))",,,,,,9.795423835952429,51.214437959448574,1.792235000011013e-08,4
678351269,yes,"POLYGON ((9.795316700000001 51.2144062, 9.795488199999999 51.2143554, 9.795382999999999 51.214216, 9.795211500000001 51.2142667, 9.795316700000001 51.2144062))",,,,,,9.795349844774263,51.21431108165814,2.9254574999612032e-08,4
678351270,yes,"POLYGON ((9.7944472 51.214528, 9.794836999999999 51.2144126, 9.7947141 51.2142497, 9.7943243 51.2143652, 9.7944472 51.214528))",,,,,,9.794580664682162,51.21438886802406,7.766773499940286e-08,4
678351271,yes,"POLYGON ((9.795007 51.2146345, 9.795397400000001 51.2145194, 9.7953133 51.2144074, 9.7950955 51.2144717, 9.7949378 51.2142617, 9.794765200000001 51.2143126, 9.795007 51.2146345))",,,,,,9.795055996147697,51.21446256825995,9.764906000124025e-08,4
678351273,yes,"POLYGON ((9.794726600000001 51.2131812, 9.7946195 51.2132154, 9.7947053 51.2133209, 9.7948124 51.2132867, 9.794726600000001 51.2131812))",,,,,,9.79471595,51.21325105,1.4233409999791948e-08,4
678351274,yes,"POLYGON ((9.7950836 51.2131513, 9.7950579 51.2131228, 9.794909199999999 51.2131227, 9.7947297 51.2131812, 9.7948057 51.2132727, 9.794982600000001 51.2132151, 9.7950836 51.2131513))",,,,,,9.79489979602505,51.21318499427302,2.9847174999636387e-08,4
678351275,yes,"POLYGON ((9.7952919 51.213282, 9.7951982 51.2133411, 9.7949907 51.2132121, 9.7950844 51.213153, 9.7952919 51.213282))",,,,,,9.795141300000001,51.21324705,2.435055000050847e-08,4
678351276,yes,"POLYGON ((9.7964827 51.2140188, 9.7963875 51.2140578, 9.7963337 51.2140063, 9.7964289 51.2139673, 9.7964827 51.2140188))",,,,,,9.7964082,51.21401255,7.00099999987386e-09,4
678351277,yes,"POLYGON ((9.797119800000001 51.2139944, 9.797119800000001 51.213897, 9.7972512 51.213897, 9.7972512 51.2139944, 9.797119800000001 51.2139944))",,,,,,9.7971855,51.21394569999999,1.2798359999147766e-08,4
678351278,yes,"POLYGON ((9.7970135 51.2139607, 9.7968058 51.2139723, 9.796792 51.2138756, 9.796999700000001 51.2138641, 9.7970135 51.2139607))",,,,,,9.796902732311244,51.21391817653733,2.023359500000012e-08,4
678351279,yes,"POLYGON ((9.7967738 51.2139205, 9.7966368 51.2139281, 9.7966248 51.2138433, 9.796761699999999 51.2138357, 9.7967738 51.2139205))",,,,,,9.79669927646851,51.213881905078544,1.1704939999965356e-08,4
678351280,yes,"POLYGON ((9.796608600000001 51.2138929, 9.7965008 51.213937, 9.796398399999999 51.213839, 9.7965062 51.2137948, 9.796608600000001 51.2138929))",,,,,,9.796503500626809,51.213865916827395,1.5090749999981298e-08,4
678351281,yes,"POLYGON ((9.796400999999999 51.2139171, 9.796280100000001 51.2139667, 9.796188900000001 51.2138793, 9.7963098 51.2138298, 9.796400999999999 51.2139171))",,,,,,9.796294946518818,51.21389823271292,1.5079575000034176e-08,4
678351282,yes,"POLYGON ((9.7948453 51.2138004, 9.794778900000001 51.2138169, 9.7947264 51.21383, 9.794659899999999 51.2138721, 9.7945799 51.2138213, 9.7946831 51.2137619, 9.794650000000001 51.2137099, 9.7947688 51.2136802, 9.7948453 51.2138004))",,,,,,9.794718638216674,51.21377642713773,2.4716590000332918e-08,4
678351283,yes,"POLYGON ((9.794708999999999 51.2140768, 9.7946676 51.2140242, 9.794716899999999 51.214009, 9.7946759 51.213957, 9.7948193 51.2139127, 9.7949017 51.2140172, 9.794708999999999 51.2140768))",,,,,,9.794777620944206,51.213995336026784,2.186285000002396e-08,4
678351284,yes,"POLYGON ((9.7949673 51.2141034, 9.7949026 51.2140214, 9.7950947 51.2139619, 9.795159399999999 51.214044, 9.7949673 51.2141034))",,,,,,9.795031013904168,51.214032667890315,1.9608219999750287e-08,4
678351285,yes,"POLYGON ((9.794983999999999 51.2142378, 9.7949193 51.2141557, 9.7951081 51.2140973, 9.7951728 51.2141794, 9.794983999999999 51.2142378))",,,,,,9.795046049999998,51.21416755,1.927896000003042e-08,4
678351286,yes,"POLYGON ((9.795175 51.2141787, 9.795110299999999 51.2140967, 9.795266 51.2140485, 9.7953308 51.2141305, 9.795175 51.2141787))",,,,,,9.795220531720512,51.21411360230756,1.5892450000356765e-08,4
678351287,yes,"POLYGON ((9.7971506 51.2133988, 9.7972622 51.2133967, 9.7972553 51.2132555, 9.797143800000001 51.2132576, 9.7971506 51.2133988))",,,,,,9.797202975635086,51.21332716053639,1.5765244999745193e-08,4
678351288,yes,"POLYGON ((9.797055200000001 51.21315, 9.7972144 51.2131234, 9.7971597 51.2129949, 9.797000499999999 51.2130215, 9.797055200000001 51.21315))",,,,,,9.79710745,51.21307245,2.1912219999893183e-08,4
678351289,yes,"POLYGON ((9.797103099999999 51.2132623, 9.797233800000001 51.2132405, 9.797186699999999 51.2131299, 9.797056 51.2131518, 9.797103099999999 51.2132623))",,,,,,9.797144908002789,51.21319612065906,1.5478019999889563e-08,4
678351290,yes,"POLYGON ((9.7973248 51.2130896, 9.7978846 51.213051, 9.797827099999999 51.2127238, 9.7974874 51.2127472, 9.797480800000001 51.2127098, 9.7972608 51.212725, 9.7973248 51.2130896))",,,,,,9.797567285837367,51.21289936177784,1.9371019000084892e-07,4
678351291,yes,"POLYGON ((9.801568100000001 51.2127152, 9.8015375 51.212639, 9.801887900000001 51.2125838, 9.801918499999999 51.2126599, 9.801568100000001 51.2127152))",,,,,,9.801727964214459,51.21264948137029,2.837360999937393e-08,4
678351292,yes,"POLYGON ((9.801955599999999 51.2128965, 9.801932600000001 51.212841, 9.8019997 51.21283, 9.801976700000001 51.2127743, 9.8020601 51.2127608, 9.8021061 51.212872, 9.801955599999999 51.2128965))",,,,,,9.802023121490244,51.212834666441246,1.3880205000026159e-08,4
678351294,yes,"POLYGON ((9.801739899999999 51.2128715, 9.8016883 51.2127431, 9.801879400000001 51.212713, 9.8019309 51.2128414, 9.801739899999999 51.2128715))",,,,,,9.801809621047912,51.21279224502202,2.6082475000119336e-08,4
678351295,yes,"POLYGON ((9.8015454 51.2129015, 9.801493900000001 51.2127731, 9.8016849 51.212743, 9.801736500000001 51.2128713, 9.8015454 51.2129015))",,,,,,9.80161516813976,51.212822233929614,2.6075499999950542e-08,4
678351296,yes,"POLYGON ((9.8025006 51.2123045, 9.8024725 51.2122354, 9.802566199999999 51.2122204, 9.802594300000001 51.2122895, 9.8025006 51.2123045))",,,,,,9.8025334,51.21226245,6.896170000131898e-09,4
678351297,yes,"POLYGON ((9.8023528 51.2126704, 9.802222799999999 51.2126855, 9.8021987 51.2126041, 9.802328599999999 51.2125889, 9.8023528 51.2126704))",,,,,,9.802275740402576,51.21263722687882,1.0950299999929681e-08,4
678351298,yes,"POLYGON ((9.8011123 51.2129905, 9.8009799 51.2130046, 9.8009518 51.2129004, 9.801084100000001 51.2128863, 9.8011123 51.2129905))",,,,,,9.801032027818952,51.212945456260556,1.4187784999477345e-08,4
678351299,yes,"POLYGON ((9.7987427 51.2130929, 9.798720700000001 51.2130018, 9.7988807 51.2129866, 9.798902699999999 51.2130777, 9.7987427 51.2130929))",,,,,,9.7988117,51.21303974999999,1.491039999973255e-08,4
678351300,yes,"POLYGON ((9.7989078 51.213077, 9.798879400000001 51.2129599, 9.7990561 51.2129431, 9.799084499999999 51.2130602, 9.7989078 51.213077))",,,,,,9.79898195,51.213010049999994,2.1168690000022228e-08,4
678351301,yes,"POLYGON ((9.7937295 51.2143036, 9.793605899999999 51.2143285, 9.793556300000001 51.2142319, 9.793679900000001 51.214207, 9.7937295 51.2143036))",,,,,,9.7936429,51.21426775,1.3174799999864458e-08,4
678351302,yes,"POLYGON ((9.7935511 51.213319, 9.7935111 51.2132487, 9.793508599999999 51.2132443, 9.7936189 51.2132197, 9.7936613 51.2132943, 9.7935511 51.213319))",,,,,,9.793584959584784,51.21326932584592,9.276679999746277e-09,4
678351303,yes,"POLYGON ((9.794158599999999 51.2126394, 9.7943736 51.2125887, 9.794302500000001 51.2124703, 9.794087599999999 51.2125209, 9.794158599999999 51.2126394))",,,,,,9.794230568733461,51.2125548338233,2.905950999998108e-08,4
678351304,yes,"POLYGON ((9.7943186 51.2129169, 9.7942707 51.2128506, 9.7944206 51.2128081, 9.794468500000001 51.2128744, 9.7943186 51.2129169))",,,,,,9.7943696,51.2128625,1.1974120000376409e-08,4
678351305,yes,"POLYGON ((9.7944472 51.2130939, 9.7943201 51.2129186, 9.794469100000001 51.2128762, 9.794521100000001 51.2129479, 9.7947126 51.2128935, 9.794787599999999 51.2129971, 9.7944472 51.2130939))",,,,,,9.794542826663534,51.21297963882754,5.5431824999507e-08,4
678351306,yes,"POLYGON ((9.7948293 51.212837, 9.7948723 51.2129124, 9.795079899999999 51.2128659, 9.795036899999999 51.2127906, 9.7948293 51.212837))",,,,,,9.794954580513634,51.2128514810861,1.7640009999966596e-08,4
678351307,yes,"POLYGON ((9.7947717 51.2129371, 9.7948206 51.2130229, 9.795131 51.2129534, 9.7950821 51.2128677, 9.7947717 51.2129371))",,,,,,9.79495132391207,51.21294528214982,3.0012905001040367e-08,4
678351308,yes,"POLYGON ((9.7950997 51.212895, 9.795154699999999 51.2129916, 9.7953777 51.2129418, 9.7953226 51.2128452, 9.7950997 51.212895))",,,,,,9.795238680636253,51.21291840235172,2.4278460000759972e-08,4
678351309,yes,"POLYGON ((9.7957774 51.2127085, 9.795618899999999 51.2125793, 9.795706900000001 51.2125369, 9.7957885 51.2126035, 9.7958248 51.2125861, 9.795901600000001 51.2126487, 9.7957774 51.2127085))",,,,,,9.79575925538045,51.21262327461533,2.1691589999478825e-08,4
678351310,yes,"POLYGON ((9.795499700000001 51.2127746, 9.795381600000001 51.2126774, 9.795584099999999 51.2125808, 9.795702199999999 51.212678, 9.795499700000001 51.2127746))",,,,,,9.7955419,51.21267770000001,3.1091460000685373e-08,4
678351311,yes,"POLYGON ((9.796400999999999 51.2133417, 9.796279999999999 51.2132734, 9.7964141 51.2131801, 9.7965351 51.2132484, 9.796400999999999 51.2133417))",,,,,,9.79640755,51.2132609,2.0448329999822307e-08,4
678351312,yes,"POLYGON ((9.7962174 51.2133879, 9.796086799999999 51.2133386, 9.796161100000001 51.2132614, 9.7962916 51.2133106, 9.7962174 51.2133879))",,,,,,9.796189224614828,51.21332463452532,1.3741800000067287e-08,4
678351313,yes,"POLYGON ((9.796136300000001 51.2134719, 9.7959488 51.2134012, 9.7960286 51.2133182, 9.796216100000001 51.2133888, 9.796136300000001 51.2134719))",,,,,,9.79608246131092,51.21339503280862,2.1209745000019344e-08,4
678351314,yes,"POLYGON ((9.7960557 51.213557, 9.795868199999999 51.2134863, 9.7959481 51.2134032, 9.7961355 51.2134739, 9.7960557 51.213557))",,,,,,9.796001867190576,51.21348010074886,2.1222490000168186e-08,4
678351315,yes,"POLYGON ((9.7968081 51.2134552, 9.7969822 51.2134063, 9.7969361 51.2133418, 9.7967619 51.2133907, 9.7968081 51.2134552))",,,,,,9.796872067900228,51.21339849890714,1.3489409999941627e-08,4
678351316,yes,"POLYGON ((9.796808199999999 51.2133542, 9.796932 51.2133194, 9.796824000000001 51.2131685, 9.7967002 51.2132033, 9.796808199999999 51.2133542))",,,,,,9.796816100000001,51.21326135,2.2439819999603072e-08,4
678351317,yes,"POLYGON ((9.796853 51.2135846, 9.796976799999999 51.2135498, 9.796930100000001 51.2134846, 9.7968063 51.2135193, 9.796853 51.2135846))",,,,,,9.796891538707476,51.21353458131327,9.70077499969801e-09,4
678351318,yes,"POLYGON ((9.796946800000001 51.2137155, 9.7970706 51.2136807, 9.796977500000001 51.2135507, 9.7968537 51.2135855, 9.796946800000001 51.2137155))",,,,,,9.796962149999999,51.2136331,1.933387999997074e-08,4
678351319,yes,"POLYGON ((9.796545800000001 51.2136374, 9.7964907 51.2135613, 9.7966772 51.2135084, 9.796732199999999 51.2135845, 9.796545800000001 51.2136374))",,,,,,9.796611468152195,51.21357289854161,1.710099000017276e-08,4
678351320,yes,"POLYGON ((9.795989199999999 51.2138172, 9.795970199999999 51.2137357, 9.7961258 51.2137214, 9.7961448 51.2138029, 9.795989199999999 51.2138172))",,,,,,9.796057500000002,51.2137693,1.29531000002082e-08,4
678351321,yes,"POLYGON ((9.7932614 51.214065, 9.793215699999999 51.2139868, 9.7934357 51.2139364, 9.793481399999999 51.2140146, 9.7932614 51.214065))",,,,,,9.79334855,51.2140007,1.9507279999347223e-08,4
678351322,yes,"POLYGON ((9.793222999999999 51.213639, 9.7930998 51.213671, 9.793006099999999 51.2136954, 9.792966699999999 51.2136359, 9.793061099999999 51.2136113, 9.793036000000001 51.2135735, 9.793158500000001 51.2135416, 9.793222999999999 51.213639))",,,,,,9.793098797464149,51.213621317070604,2.056562499981652e-08,4
678351323,yes,"POLYGON ((9.793306599999999 51.2137666, 9.7931934 51.2137969, 9.793196399999999 51.2138013, 9.793173100000001 51.2138075, 9.793107300000001 51.2137108, 9.7932541 51.2136717, 9.7932439 51.2136745, 9.793306599999999 51.2137666))",,,,,,9.79320676239755,51.213739254832824,1.500302499976781e-08,4
678351324,yes,"POLYGON ((9.793262500000001 51.2133145, 9.793415700000001 51.2132831, 9.7934401 51.2133298, 9.793499300000001 51.2133177, 9.7935391 51.2133937, 9.7933267 51.2134373, 9.793262500000001 51.2133145))",,,,,,9.793394054183919,51.21336049594112,2.5808580000403927e-08,4
678351325,yes,"POLYGON ((9.7943506 51.213389, 9.794249900000001 51.2134159, 9.7941778 51.2133098, 9.7942784 51.2132829, 9.7943506 51.213389))",,,,,,9.794264181842818,51.21334940695573,1.2619799999807714e-08,4
678351326,yes,"POLYGON ((9.7945811 51.2135005, 9.794449800000001 51.2135355, 9.794353299999999 51.2133935, 9.794484499999999 51.2133585, 9.7945811 51.2135005))",,,,,,9.794467181928002,51.213447007168405,2.201675000011397e-08,4
678351327,yes,"POLYGON ((9.7956602 51.213329, 9.795486199999999 51.2131869, 9.7955986 51.2131329, 9.795772599999999 51.2132751, 9.7956602 51.213329))",,,,,,9.795629394203866,51.21323096488169,2.5364960000520498e-08,4
678351328,yes,"POLYGON ((9.7956234 51.213012, 9.7955431 51.2129463, 9.7956957 51.212873, 9.795776 51.2129386, 9.7956234 51.213012))",,,,,,9.795659541179246,51.21294248362496,1.5908194999787377e-08,4
678351329,yes,"POLYGON ((9.795380400000001 51.2131501, 9.7952712 51.2130609, 9.7954724 51.2129643, 9.795581500000001 51.2130535, 9.795380400000001 51.2131501))",,,,,,9.79542636646751,51.213057200402226,2.8486469999546843e-08,4
678351330,yes,"POLYGON ((9.7939642 51.2131694, 9.794043200000001 51.2132887, 9.7941819 51.2132526, 9.794150399999999 51.2132051, 9.794234400000001 51.2131832, 9.7941869 51.2131115, 9.7939642 51.2131694))",,,,,,9.794098567840427,51.21319693564138,2.645659000054588e-08,4
678351331,yes,"POLYGON ((9.7938448 51.2130997, 9.794014300000001 51.2130596, 9.793945900000001 51.2129462, 9.7937764 51.2129863, 9.7938448 51.2130997))",,,,,,9.79389535,51.213022949999996,2.1964140000601915e-08,4
678351332,yes,"POLYGON ((9.793777800000001 51.2128872, 9.793849700000001 51.2128138, 9.793644499999999 51.2127349, 9.793572599999999 51.2128082, 9.793777800000001 51.2128872))",,,,,,9.793711164850105,51.21281103363343,2.072792499951648e-08,4
